Domain Code,Domain,Area Code (M49),Area,Food Group Code,Food Group,Indicator Code,Indicator,Year Code,Year,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4010","Iron supply","2018","2018","6209","Value","mg/cap/d","0.6","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4010","Iron supply","2019","2019","6209","Value","mg/cap/d","0.6","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4010","Iron supply","2020","2020","6209","Value","mg/cap/d","1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4010","Iron supply","2021","2021","6209","Value","mg/cap/d","0.9","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4015","Zinc supply","2010","2010","6209","Value","mg/cap/d","0.74","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4015","Zinc supply","2011","2011","6209","Value","mg/cap/d","0.76","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4015","Zinc supply","2012","2012","6209","Value","mg/cap/d","0.55","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4015","Zinc supply","2013","2013","6209","Value","mg/cap/d","0.55","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4015","Zinc supply","2014","2014","6209","Value","mg/cap/d","0.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4015","Zinc supply","2015","2015","6209","Value","mg/cap/d","0.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4015","Zinc supply","2016","2016","6209","Value","mg/cap/d","0.49","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4015","Zinc supply","2017","2017","6209","Value","mg/cap/d","0.42","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4015","Zinc supply","2018","2018","6209","Value","mg/cap/d","0.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4015","Zinc supply","2019","2019","6209","Value","mg/cap/d","0.36","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4015","Zinc supply","2020","2020","6209","Value","mg/cap/d","0.61","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4015","Zinc supply","2021","2021","6209","Value","mg/cap/d","0.52","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4011","Magnesium supply","2010","2010","6209","Value","mg/cap/d","41","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4011","Magnesium supply","2011","2011","6209","Value","mg/cap/d","41","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4011","Magnesium supply","2012","2012","6209","Value","mg/cap/d","30","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4011","Magnesium supply","2013","2013","6209","Value","mg/cap/d","29","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4011","Magnesium supply","2014","2014","6209","Value","mg/cap/d","22","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4011","Magnesium supply","2015","2015","6209","Value","mg/cap/d","21","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4011","Magnesium supply","2016","2016","6209","Value","mg/cap/d","26","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4011","Magnesium supply","2017","2017","6209","Value","mg/cap/d","23","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4011","Magnesium supply","2018","2018","6209","Value","mg/cap/d","22","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4011","Magnesium supply","2019","2019","6209","Value","mg/cap/d","20","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4011","Magnesium supply","2020","2020","6209","Value","mg/cap/d","35","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4011","Magnesium supply","2021","2021","6209","Value","mg/cap/d","29","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4012","Phosphorus supply","2010","2010","6209","Value","mg/cap/d","90","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4012","Phosphorus supply","2011","2011","6209","Value","mg/cap/d","92","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4012","Phosphorus supply","2012","2012","6209","Value","mg/cap/d","65","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4012","Phosphorus supply","2013","2013","6209","Value","mg/cap/d","65","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4012","Phosphorus supply","2014","2014","6209","Value","mg/cap/d","47","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4012","Phosphorus supply","2015","2015","6209","Value","mg/cap/d","47","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4012","Phosphorus supply","2016","2016","6209","Value","mg/cap/d","58","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4012","Phosphorus supply","2017","2017","6209","Value","mg/cap/d","50","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4012","Phosphorus supply","2018","2018","6209","Value","mg/cap/d","48","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4012","Phosphorus supply","2019","2019","6209","Value","mg/cap/d","44","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4012","Phosphorus supply","2020","2020","6209","Value","mg/cap/d","71","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4012","Phosphorus supply","2021","2021","6209","Value","mg/cap/d","60","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4013","Potassium supply","2010","2010","6209","Value","mg/cap/d","295","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4013","Potassium supply","2011","2011","6209","Value","mg/cap/d","305","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4013","Potassium supply","2012","2012","6209","Value","mg/cap/d","201","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4013","Potassium supply","2013","2013","6209","Value","mg/cap/d","203","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4013","Potassium supply","2014","2014","6209","Value","mg/cap/d","133","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4013","Potassium supply","2015","2015","6209","Value","mg/cap/d","128","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4013","Potassium supply","2016","2016","6209","Value","mg/cap/d","168","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4013","Potassium supply","2017","2017","6209","Value","mg/cap/d","140","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4013","Potassium supply","2018","2018","6209","Value","mg/cap/d","122","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4013","Potassium supply","2019","2019","6209","Value","mg/cap/d","113","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4013","Potassium supply","2020","2020","6209","Value","mg/cap/d","174","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4013","Potassium supply","2021","2021","6209","Value","mg/cap/d","164","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4021","Thiamin supply","2010","2010","6209","Value","mg/cap/d","0.12","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4021","Thiamin supply","2011","2011","6209","Value","mg/cap/d","0.12","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4021","Thiamin supply","2012","2012","6209","Value","mg/cap/d","0.09","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4021","Thiamin supply","2013","2013","6209","Value","mg/cap/d","0.09","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4021","Thiamin supply","2014","2014","6209","Value","mg/cap/d","0.07","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4021","Thiamin supply","2015","2015","6209","Value","mg/cap/d","0.07","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4021","Thiamin supply","2016","2016","6209","Value","mg/cap/d","0.08","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4021","Thiamin supply","2017","2017","6209","Value","mg/cap/d","0.07","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4021","Thiamin supply","2018","2018","6209","Value","mg/cap/d","0.07","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4021","Thiamin supply","2019","2019","6209","Value","mg/cap/d","0.06","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4021","Thiamin supply","2020","2020","6209","Value","mg/cap/d","0.11","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4021","Thiamin supply","2021","2021","6209","Value","mg/cap/d","0.09","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4022","Riboflavin supply","2010","2010","6209","Value","mg/cap/d","0.05","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4022","Riboflavin supply","2011","2011","6209","Value","mg/cap/d","0.05","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4022","Riboflavin supply","2012","2012","6209","Value","mg/cap/d","0.03","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4022","Riboflavin supply","2013","2013","6209","Value","mg/cap/d","0.03","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4022","Riboflavin supply","2014","2014","6209","Value","mg/cap/d","0.02","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4022","Riboflavin supply","2015","2015","6209","Value","mg/cap/d","0.02","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4022","Riboflavin supply","2016","2016","6209","Value","mg/cap/d","0.03","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4022","Riboflavin supply","2017","2017","6209","Value","mg/cap/d","0.03","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4022","Riboflavin supply","2018","2018","6209","Value","mg/cap/d","0.02","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4022","Riboflavin supply","2019","2019","6209","Value","mg/cap/d","0.02","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4022","Riboflavin supply","2020","2020","6209","Value","mg/cap/d","0.03","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4022","Riboflavin supply","2021","2021","6209","Value","mg/cap/d","0.03","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4029","Vitamin C supply","2010","2010","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4029","Vitamin C supply","2011","2011","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4029","Vitamin C supply","2012","2012","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4029","Vitamin C supply","2013","2013","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4029","Vitamin C supply","2014","2014","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4029","Vitamin C supply","2015","2015","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4029","Vitamin C supply","2016","2016","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4029","Vitamin C supply","2017","2017","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4029","Vitamin C supply","2018","2018","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4029","Vitamin C supply","2019","2019","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4029","Vitamin C supply","2020","2020","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG3","Pulses, seeds and nuts and their products","4029","Vitamin C supply","2021","2021","6209","Value","mg/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4004","Protein supply","2010","2010","6123","Value","g/cap/d","16.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4004","Protein supply","2011","2011","6123","Value","g/cap/d","16.6","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4004","Protein supply","2012","2012","6123","Value","g/cap/d","17.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4004","Protein supply","2013","2013","6123","Value","g/cap/d","16.7","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4004","Protein supply","2014","2014","6123","Value","g/cap/d","15","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4004","Protein supply","2015","2015","6123","Value","g/cap/d","14.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4004","Protein supply","2016","2016","6123","Value","g/cap/d","13.8","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4004","Protein supply","2017","2017","6123","Value","g/cap/d","10.9","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4004","Protein supply","2018","2018","6123","Value","g/cap/d","13.1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4004","Protein supply","2019","2019","6123","Value","g/cap/d","11.5","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4004","Protein supply","2020","2020","6123","Value","g/cap/d","11.8","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4004","Protein supply","2021","2021","6123","Value","g/cap/d","14.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4005","Fat supply","2010","2010","6123","Value","g/cap/d","18.6","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4005","Fat supply","2011","2011","6123","Value","g/cap/d","18.7","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4005","Fat supply","2012","2012","6123","Value","g/cap/d","19.6","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4005","Fat supply","2013","2013","6123","Value","g/cap/d","19.1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4005","Fat supply","2014","2014","6123","Value","g/cap/d","17.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4005","Fat supply","2015","2015","6123","Value","g/cap/d","16.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4005","Fat supply","2016","2016","6123","Value","g/cap/d","15.6","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4005","Fat supply","2017","2017","6123","Value","g/cap/d","12.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4005","Fat supply","2018","2018","6123","Value","g/cap/d","14.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4005","Fat supply","2019","2019","6123","Value","g/cap/d","12.9","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4005","Fat supply","2020","2020","6123","Value","g/cap/d","12.8","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4005","Fat supply","2021","2021","6123","Value","g/cap/d","13.5","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4006","Carbohydrate (available) supply","2010","2010","6123","Value","g/cap/d","23.9","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4006","Carbohydrate (available) supply","2011","2011","6123","Value","g/cap/d","24.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4006","Carbohydrate (available) supply","2012","2012","6123","Value","g/cap/d","25.8","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4006","Carbohydrate (available) supply","2013","2013","6123","Value","g/cap/d","26.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4006","Carbohydrate (available) supply","2014","2014","6123","Value","g/cap/d","21.9","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4006","Carbohydrate (available) supply","2015","2015","6123","Value","g/cap/d","21.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4006","Carbohydrate (available) supply","2016","2016","6123","Value","g/cap/d","20.5","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4006","Carbohydrate (available) supply","2017","2017","6123","Value","g/cap/d","16.9","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4006","Carbohydrate (available) supply","2018","2018","6123","Value","g/cap/d","19.5","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4006","Carbohydrate (available) supply","2019","2019","6123","Value","g/cap/d","17.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4006","Carbohydrate (available) supply","2020","2020","6123","Value","g/cap/d","17.8","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4006","Carbohydrate (available) supply","2021","2021","6123","Value","g/cap/d","25.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4007","Dietary fibre supply","2010","2010","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4007","Dietary fibre supply","2011","2011","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4007","Dietary fibre supply","2012","2012","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4007","Dietary fibre supply","2013","2013","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4007","Dietary fibre supply","2014","2014","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4007","Dietary fibre supply","2015","2015","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4007","Dietary fibre supply","2016","2016","6123","Value","g/cap/d","0.1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4007","Dietary fibre supply","2017","2017","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4007","Dietary fibre supply","2018","2018","6123","Value","g/cap/d","0.1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4007","Dietary fibre supply","2019","2019","6123","Value","g/cap/d","0.1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4007","Dietary fibre supply","2020","2020","6123","Value","g/cap/d","0.1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4007","Dietary fibre supply","2021","2021","6123","Value","g/cap/d","0.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4003","Energy supply","2010","2010","6128","Value","kcal/cap/d","330","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4003","Energy supply","2011","2011","6128","Value","kcal/cap/d","333","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4003","Energy supply","2012","2012","6128","Value","kcal/cap/d","350","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4003","Energy supply","2013","2013","6128","Value","kcal/cap/d","345","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4003","Energy supply","2014","2014","6128","Value","kcal/cap/d","303","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4003","Energy supply","2015","2015","6128","Value","kcal/cap/d","291","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4003","Energy supply","2016","2016","6128","Value","kcal/cap/d","278","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4003","Energy supply","2017","2017","6128","Value","kcal/cap/d","222","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4003","Energy supply","2018","2018","6128","Value","kcal/cap/d","259","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4003","Energy supply","2019","2019","6128","Value","kcal/cap/d","233","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4003","Energy supply","2020","2020","6128","Value","kcal/cap/d","235","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4003","Energy supply","2021","2021","6128","Value","kcal/cap/d","281","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2010","2010","6206","Value","μg/cap/d","190","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2011","2011","6206","Value","μg/cap/d","191","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2012","2012","6206","Value","μg/cap/d","200","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2013","2013","6206","Value","μg/cap/d","194","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2014","2014","6206","Value","μg/cap/d","176","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2015","2015","6206","Value","μg/cap/d","168","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2016","2016","6206","Value","μg/cap/d","160","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","072","Botswana","FG4","Milk and milk products","4017","Vitamin A supply (retinol equivalents)","2017","2017","6206","Value","μg/cap/d","125","E","Estimated value",""
